source,author,title,description,url,urlToImage,publishedAt,content,category,country
"{'id': None, 'name': 'India Today'}",Anindita Mukherjee,"After Samantha's 'testosterone' jibe at Chittibabu, producer hits back at actress - India Today","After Samantha's savage reply to Chittibabu for his 'career is finished' comment, the producer hit back at the actress. Find out what he said.",https://www.indiatoday.in/movies/regional-cinema/story/after-samanthas-testosterone-jibe-at-chittibabu-producer-hits-back-at-actress-2365791-2023-04-28,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202304/untitled_design_-_2023-04-28t132536.998_0-sixteen_nine.png?VersionId=LS_9UsRTb5OhMJWckJYX06iLjg6oA08U,2023-04-28T08:37:44Z,"By Anindita Mukherjee: Days back, producer Chittibabu said that Samanthaâ€™s career is over. While the actress avoided a direct clash, she mocked the producer with an indirect dig on her Instagram storâ€¦ [+2474 chars]",entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,Nick Jonas' awkward kiss with Priyanka Chopra in Love Again almost didn't happen - Hindustan Times,Nick Jonas appears in a cameo in Priyanka Chopraâ€™s new movie Love Again. She spoke about their awkward makeout scene filmed during Covid-19 pandemic. | Hollywood,https://www.hindustantimes.com/entertainment/hollywood/nick-jonas-awkward-kiss-with-priyanka-chopra-in-love-again-almost-didnt-happen-they-were-going-to-cast-a-random-guy-101682668746609.html,https://www.hindustantimes.com/ht-img/img/2023/04/28/1600x900/Nick_Jonas_Priyanka_Chopra_kiss_1682668984165_1682668994418.jpg,2023-04-28T08:19:28Z,"Nick Jonas plays a love interest of real-life wife Priyanka Chopra in Love Again, her upcoming Hollywood movie with Sam Heughan. The trailer for the rom-com had dropped on Valentine's Day. In it, Nicâ€¦ [+2973 chars]",entertainment,in
"{'id': None, 'name': 'NDTV News'}",,Shah Rukh Khan Modelled For Son Aryan's Clothing Brand. Result In Pics - NDTV Movies,Shah Rukh Khan shared pictures from the shoot,https://www.ndtv.com/entertainment/shah-rukh-khan-modelled-for-son-aryans-clothing-brand-result-in-pics-3987289,https://c.ndtvimg.com/2023-04/i401jl78_srk-_625x300_28_April_23.jpg,2023-04-28T07:59:21Z,"SRK shared this image. (courtesy: iamsrk)
New Delhi: Shah Rukh Khan took some time out his super busy schedule and shared a set of new pictures on Friday afternoon. The pictures happen to be from a â€¦ [+1642 chars]",entertainment,in
"{'id': None, 'name': 'Moviecrow.com'}",,"KH 234: Vidya Balan in Kamal Haasan, Mani Ratnam film? - Movie Crow",,https://www.moviecrow.com/News/31998/mani-ratnam-kamal-haasan-vidya-balan-kh-234,https://static.moviecrow.com/marquee/kh-234-vidya-balan-in-kamal-haasan-mani-ratnam-film/215104_thumb_665.jpg,2023-04-28T07:39:37Z,"KH 234 (tentative title) is actor Kamal Haasan's upcoming movie with director Mani Ratnam. While the movie is expected to begin once Kamal Haasan completes filming for Indian 2 with director Shankar,â€¦ [+641 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,"Malaika Arora SNUBS fan who tries to click selfie with her, actress shows starry tantrums, walks away - Times of India","Malaika Arora, who is incredibly attractive, was recently spotted in Mumbai. The VJ-turned-actress was dressed in black and white for the occasion. What drew everyone's attention was how the actress snubbed one of her fans, who appeared to be a cab d",https://timesofindia.indiatimes.com/videos/entertainment/hindi/malaika-arora-snubs-fan-who-tries-to-click-selfie-with-her-actress-shows-starry-tantrums-walks-away/videoshow/99838211.cms,https://timesofindia.indiatimes.com/photo/99838211/size-83758/99838211.jpg,2023-04-28T07:34:04Z,"Malaika Arora
, who is incredibly attractive, was recently spotted in Mumbai. The VJ-turned-actress was dressed in black and white for the occasion. What drew everyone's attention was how the actresâ€¦ [+98 chars]",entertainment,in
"{'id': None, 'name': 'YouTube'}",,"Ponniyin Selvan 2 Interview | Aishwarya Rai, Vikram, Trisha, Karthi, Jayam Ravi, Sobhita - India Today","In an exclusive chat with India Today's Anita Britto, the team of Ponniyin Selvan 2 gets candid about their magnum opus film. The team also gets emotional an...",https://www.youtube.com/watch?v=A63o9m_Wv9o,https://i.ytimg.com/vi/A63o9m_Wv9o/maxresdefault.jpg,2023-04-28T07:28:14Z,,entertainment,in
"{'id': None, 'name': 'The Indian Express'}",Entertainment Desk,"When Trisha asked Mani Ratnam if she can play Nandini in Ponniyin Selvan, he said â€˜only Aishwarya Rai can do itâ€™ - The Indian Express",Mani Ratnam rejected Trisha's request of wanting to play Nandini in Ponnyin Selvan. Trisha went on to essay the character of Princess Kundavai.,https://indianexpress.com/article/entertainment/bollywood/trisha-asked-mani-ratnam-if-she-can-play-aishwarya-rai-nandini-in-ponniyin-selvan-he-said-8580568/,https://images.indianexpress.com/2022/09/trisha-aishwarya-1200.jpg,2023-04-28T07:26:59Z,Trisha has recently opened up about the time when she had asked Mani Ratnam if she can play Nandini instead of Kundavai in Ponnyin Selvan 1 and 2. She said the filmmaker rejected her request and saidâ€¦ [+1392 chars],entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,"After Shehnaaz Gill's 'Sadda kutta', Yashraj Mukhate brings a new edit with Archana Gautam's 'Age doesn't - Times of India","Archana Gautam is currently ruling hearts with her entertaining personality, now the actress gets featured in Yashraj Mukhate's new reel. Check out th",https://timesofindia.indiatimes.com/tv/news/hindi/after-shehnaaz-gills-sadda-kutta-yashraj-mukhate-brings-a-new-edit-with-archana-gautams-age-doesnt-the-matter/articleshow/99837345.cms,"https://static.toiimg.com/thumb/msid-99837574,width-1070,height-580,imgsize-1024419,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-04-28T07:14:00Z,"Exclusive - Archana Gautam: Before Bigg Boss 16 nobody knew me; people judged me 'Kaun si, kahan ki politician'Archana Gautam, who rose to fame after participating in Bigg Boss 16 credits her name anâ€¦ [+131 chars]",entertainment,in
"{'id': None, 'name': 'Indiaforums.com'}",Aanchal Chowdhary,Imlie: Ibadat Shaikh to play Imlie and Atharvaâ€™s daughter post leap - India Forums,Ibadat Shaikh to play Imlie and Atharvaâ€™s daughter in the show post leap in Star Plusâ€™ show â€˜Imlie.â€™,https://www.indiaforums.com/article/imlie-ibadat-shaikh-to-play-imlie-and-atharvas-daughter-post-leap_196184,https://img.indiaforums.com/article/1200x675/19/6184-imlie-ibadat-shaikh-to-play-imlie-and-atharvas-daughter-post-leap.jpg,2023-04-28T07:03:00Z,Star pluss show Imlie has been one of the most popular shows on Indian television for quite some time now. The show has witnessed a generation leap but still remains to be popular amongst its viewersâ€¦ [+1138 chars],entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",Arfa Javaid,Manâ€™s Bhojpuri version of Pasoori gets thumbs up from people - Hindustan Times,The video features Amarjeet Jaikar from Bihar singing the Bhojpuri version of Coke Studioâ€™s Pasoori.Â  | Trending,https://www.hindustantimes.com/trending/bihar-man-amarjeet-jaikar-s-bhojpuri-rendition-of-coke-studio-s-pasoori-gets-thumbs-up-from-netizens-101682662815969.html,https://www.hindustantimes.com/ht-img/img/2023/04/28/1600x900/bihar-man-bhojpuri-version-pasoori-viral_1682663209771_1682663230887.jpg,2023-04-28T06:57:29Z,"Amarjeet Jaikar, a talented singer from Bihar, rose to fame overnight after a video of him singing the popular Bollywood song Dil De Diya Hai went viral on social media. Since then, Amarjeets popularâ€¦ [+1239 chars]",entertainment,in
"{'id': None, 'name': 'The Indian Express'}",Entertainment Desk,AR Rahman stands up for wife after actor Kasturi Shankar trolls her for not being fluent in Tamil - The Indian Express,"AR Rahman shut down actor Kasturi Shankar, who questioned why his wife isn't fluent in Tamil.",https://indianexpress.com/article/entertainment/tamil/ar-rahman-defends-wife-saira-banu-amid-hindi-tamil-trolling-kasturi-shankar-8580606/,https://images.indianexpress.com/2023/04/ar-rahman-wife.jpg,2023-04-28T06:44:44Z,"The outspoken actor Kasturi Shankar got a reaction out of composer AR Rahman, for questioning why his wife isnâ€™t fluent in Tamil. She was reacting to a recent viral video clip, in which Rahman could â€¦ [+1525 chars]",entertainment,in
"{'id': None, 'name': 'Bollywood Hungama'}",Bollywood Hungama,Barkha Bisht confirms divorce with Indraneil Sengupta; ends 13 years of marriage - Bollywood Hungama,"Barkha Bisht confirms divorce with Indraneil Sengupta; ends 13 years of marriage. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News atâ€¦",https://www.bollywoodhungama.com/news/bollywood/barkha-bisht-confirms-divorce-indraneil-sengupta-ends-13-years-marriage/,https://stat4.bollywoodhungama.in/wp-content/uploads/2023/04/Barkha-Bisht-confirms-divorce-with-Indraneil-Sengupta-1280.jpg,2023-04-28T06:41:01Z,,entertainment,in
"{'id': None, 'name': 'Bollywood Life'}",Manisha Mandal,"Anupamaa: Anuj sends message to Anu via Vanraj, promises he'll be back soon as he loves her; fans love the wa - Bollywood Life","Anupamaa: Anuj is all set to comeback in his Anuâ€™s life; he sends a message via Vanraj, and fans are in splits seeing Mr. Shah go expressionless.",https://www.bollywoodlife.com/tv/anupamaa-anuj-sends-message-to-anu-via-vanraj-promises-hell-be-back-soon-as-he-loves-her-fans-love-the-way-he-put-mr-shah-in-his-place-latest-tv-news-2415344/,https://st1.bollywoodlife.com/wp-content/uploads/2023/04/m6-8-600x315.png,2023-04-28T06:30:12Z,"How can it be possible that Anuj Kapadia (Gaurav Khanna) will stay away from his Anupamaa (Rupali Ganguly)? The reunion is going to happen very soon, and Mr. Kapadia has made this announcement in theâ€¦ [+2414 chars]",entertainment,in
"{'id': None, 'name': 'Onmanorama.com'}",Our Correspondent,Shane Nigam's letter to AMMA emerges; actor lists out issues on 'RDX' set | Entertainment News | Onmanorama - Onmanorama,"In a letter to AMMA, the actor said he was provided a dirty caravan and also alleged that the producerâ€™s husband misbehaved with his mother.",https://www.onmanorama.com/entertainment/entertainment-news/2023/04/27/shane-nigam-controversy-response-false-allegations.html,https://img.onmanorama.com/content/dam/mm/en/entertainment/entertainment-news/images/2023/4/27/shane-nigam-letter.jpg,2023-04-28T06:00:00Z,"A letter by actor Shane Nigam sent to the Association of Malayalam Movie Artists (AMMA), in which he called the allegations raised by producer Sophia Paul baseless, has emerged.
The letter, which haâ€¦ [+9240 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TOI Photogallery,Ponniyin Selvan 2 actress Aishwarya Lekshmiâ€™s ethnic charm is unmissable - Indiatimes.com,Letâ€™s take a look at the alluring pictures of actress Aishwarya Lekshmiâ€¦.,https://photogallery.indiatimes.com/web-stories/ponniyin-selvan-2-actress-aishwarya-lekshmis-ethnic-charm-is-unmissable/photostory/99834699.cms,"https://static.toiimg.com/thumb/msid-99834720,width-900,height-1200,resizemode-6.cms",2023-04-28T05:37:54Z,"Directed by Mani Ratnam, Ponniyin Selvan 2 hit the big screens on April 28, 2023. The movie features Vikram, Aishwarya Rai, Jayam Ravi and Karthi as lead characters. Other popular actors in Ponniyin â€¦ [+87 chars]",entertainment,in
"{'id': None, 'name': 'Bollywood Hungama'}",Bollywood Hungama,"Shah Rukh Khan, Taapsee Pannu shoot in Kashmir for Dunki; video goes viral - Bollywood Hungama","Shah Rukh Khan, Taapsee Pannu shoot in Kashmir for Dunki; video goes viral Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood News Hindi, Hindi Bollywood News at Bollywâ€¦",https://www.bollywoodhungama.com/news/features/shah-rukh-khan-taapsee-pannu-shoot-kashmir-dunki-video-goes-viral/,https://media5.bollywoodhungama.in/wp-content/uploads/2023/04/Shah-Rukh-Khan-Taapsee-Pannu-shoot-in-Sonmarg-for-Dunki-1280.jpg,2023-04-28T03:54:33Z,,entertainment,in
"{'id': None, 'name': 'The Indian Express'}",Komal RJ Panchal,"Namashi Chakraborty says fans would hound dad Mithun Chakraborty to â€˜just touch himâ€™, reveals why mom Yogeeta Bali never returned to acting: â€˜Sheâ€™s embarrassedâ€¦â€™ - The Indian Express","Mithun Chakraborty and Yogeeta Bali's son Namashi is all set to make his Bollywood debut with Bad Boy, the film that was supposed to release in 2021 was delayed because of the Covid-19 pandemic.",https://indianexpress.com/article/entertainment/bollywood/namashi-chakraborty-remembers-fans-hounding-mithun-chakraborty-to-just-touch-him-all-over-reveals-why-yogeeta-bali-never-returned-to-acting-she-feels-embarrassed-8579328/,https://images.indianexpress.com/2023/04/Namashi-Chakraborty-Mithun-Chakraborty-Yogeeta-Bali.jpg,2023-04-28T02:31:23Z,"After several bouts of intense discussions and debates on privileges of star-kids and nepotism in Bollywood, one more star-kid is being launched today with his film Bad Boy, directed by filmmaker Rajâ€¦ [+6687 chars]",entertainment,in
"{'id': None, 'name': 'Tellychakkar'}",,"Exclusive! Sumbul Touqeer Khan denies about Fahmaan Khan visiting her new abode, says â€œHe hasnâ€™t come to my new house, I called him at the housewarming too, but he couldnâ€™t make it; we hardly meet each other due to our busy schedules these daysâ€ - Tellychakkar","Fahmaan and Sumbul are the most loved actors of television. Currently, the actress spoke about how the actor hasnâ€™t visited her house and that they do not meet very often these days.",https://www.tellychakkar.com/tv/tv-news/exclusive-sumbul-touqeer-khan-denies-about-fahmaan-khan-visiting-her-new-abode-says-he,https://d30ny7ijak9wq4.cloudfront.net/s3fs-public/images/story/2023/04/27/dgggfrfg.jpg,2023-04-27T21:30:00Z,"MUMBAI:Sumbul and Fahmaan are one of the most loved on-screen couples and their chemistry in the show Imlie was loved by the audience.Â 
But then, the show took a leap and the two had to bid goodbye â€¦ [+1855 chars]",entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",etimes.in,Kareena Kapoor Khan reveals how she handles the constant attention towards Taimur and Jeh - Times of India,"As a mother, does the constant attention towards her kids Taimur and Jeh perturb Kareena Kapoor Khan? The actor has",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kareena-kapoor-khan-reveals-how-she-handles-the-constant-attention-towards-taimur-and-jeh/articleshow/99824710.cms,"https://static.toiimg.com/thumb/msid-99824741,width-1070,height-580,overlay-toi_sw,pt-32,y_pad-40,resizemode-75,imgsize-118348/99824741.jpg",2023-04-27T18:32:00Z,,entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Esha Gupta turns up the heat as she flaunts her glamorous look in a pink gown; fans say 'Stylish and spectacular' - Times of India,"Esha Gupta often turns up the heat on social media with her glamorous pictures and videos. And this time also, it was no different, as the actress dropped a few snaps in which she can be seen flaunting her glamorous look in a stylish pink gown. Soon",https://timesofindia.indiatimes.com/videos/entertainment/hindi/esha-gupta-turns-up-the-heat-as-she-flaunts-her-glamorous-look-in-a-pink-gown-fans-say-stylish-and-spectacular/videoshow/99823769.cms,https://timesofindia.indiatimes.com/photo/99823769/size-56222/99823769.jpg,2023-04-27T17:06:41Z,"Esha Gupta
 often turns up the heat on social media with her glamorous pictures and videos. And this time also, it was no different, as the actress dropped a few snaps in which she can be seen flaunâ€¦ [+364 chars]",entertainment,in
"{'id': None, 'name': '123telugu.com'}",,Viduthalai Part 1 gets its OTT release date; OTT version to have Directorâ€™s cut - 123telugu,"Telugu cinema news, Telugu Movies Updates, Latest Movie reviews in Telugu, Telugu cinema reviews, telugu movie reviews, Tollywood, Box office collections, Telugu Movie show times, Theater List, telugu cinema tickets",https://www.123telugu.com/mnews/viduthalai-part-1-gets-its-ott-release-date-ott-version-to-have-directors-cut.html,https://www.123telugu.com/content/wp-content/themes/123telugu/images/logo.gif,2023-04-27T16:29:00Z,"Star director Vetrimaaran scored yet another superhit in his career with his recent film Viduthalai Part 1. This is a period crime thriller and has Soori in the lead role. A couple of days back, we iâ€¦ [+1205 chars]",entertainment,in
"{'id': None, 'name': 'Koimoi'}",Koimoi.com Team,When Salman Khan Got Extremely Furious & Roared â€œMujhe Toh Ban Hi Kar Dena Chahiyeâ€ Slamming A Photographer Adding â€œBeta Tera Kabhi Requestâ€¦â€ - Koimoi,This throwback video of Salman Khan sees the actor getting extremely furious & blasting a photographer. Read on to know why it happened,https://www.koimoi.com/?p=982702,https://static-koimoi.akamaized.net/wp-content/new-galleries/2023/04/when-salman-khan-told-a-paparazzo-mere-ko-ban-hi-kar-dena-chahiye-following-the-latter-creating-a-ruckus-to-click-a-picture-watch-01.jpg,2023-04-27T15:16:50Z,"When Salman Khan Targeted A Paparazzo For Always Having A Problem While Clicking Pics Saying Mere Ko Ban Hi Kar Dena Chahiye- Watch ( Photo Credit Facebook )
Salman Khan is one of Bollywoods top actâ€¦ [+2202 chars]",entertainment,in
"{'id': None, 'name': 'YouTube'}",,"Citadel - Exclusive Clip (2023) Priyanka Chopra Jonas, Richard Madden - IGN",,https://www.youtube.com/watch?v=GKBGe2C5YyI,,2023-04-27T14:00:08Z,"Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more
Remind me later",entertainment,in
"{'id': None, 'name': 'Tellychakkar'}",,Yeh Rishta Kya Kehlata Hai:Major Drama! Abhimanyu shattered to know that Abhinav has Aksharaâ€™s support all the time - Tellychakkar,Abhinav and Akshara will throw a surprise party for Abhr. However Abhimanyu will end up taking Abhir away and throw a grand party of his own for him.,https://www.tellychakkar.com/spoiler-alert/yeh-rishta-kya-kehlata-haimajor-drama-abhimanyu-shattered-know-abhinav-has-akshara-s,https://d30ny7ijak9wq4.cloudfront.net/s3fs-public/images/spoiler-alert/2023/04/27/fhhhh.jpg,2023-04-27T13:04:00Z,MUMBAI:Yeh Rishta Kya Kehlata Hai is one of the top shows and is getting interesting with every passing day. The Â show stars Pranali Rathod and Harshad Chopda in Â the lead and is produced by Rajan Shâ€¦ [+1207 chars],entertainment,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Alia Bhatt spills the beans about daughter Raha Kapoor: 'Ranbir and I call her â€˜cheetah' because of all these tiny sounds she makes...' - Times of India,"Many celebrity parents like Anushka Sharma-Virat Kohli, Nayanthara-Vignesh Shivan, have kept their kids away from the media glare and have not revealed their faces to the world. Alia Bhatt and Ranbir Kapoor are also among those celebrity parents. Now",https://timesofindia.indiatimes.com/videos/entertainment/hindi/alia-bhatt-spills-the-beans-about-daughter-raha-kapoor-ranbir-and-i-call-her-cheetah-because-of-all-these-tiny-sounds-she-makes-/videoshow/99815210.cms,https://timesofindia.indiatimes.com/photo/99815210/size-57432/99815210.jpg,2023-04-27T10:59:13Z,"Many celebrity parents like Anushka Sharma-Virat Kohli, Nayanthara-Vignesh Shivan, have kept their kids away from the media glare and have not revealed their faces to the world. Alia Bhatt
 and Ranbâ€¦ [+808 chars]",entertainment,in
"{'id': None, 'name': 'Hindustan Times'}",HT Entertainment Desk,Bhumika Chawla reveals she was supposed to be in Bajirao Mastani after Tere Naam - Hindustan Times,"Tere Naam fame Bhumika Chawla once did a photoshoot as she was supposed to be in Sanjay Leela Bhansali's Bajirao Mastani. However, an accident took place. | Bollywood",https://www.hindustantimes.com/entertainment/bollywood/bhumika-chawla-reveals-she-was-supposed-to-be-in-bajirao-mastani-after-tere-naam-101682587745402.html,https://www.hindustantimes.com/ht-img/img/2023/04/27/1600x900/bhumika_1682589890528_1682589890927.jpg,2023-04-27T10:27:08Z,"Actor Bhumika Chawla in a new interview revealed she was supposed to be in filmmaker Sanjay Leela Bhansali's Bajirao Mastani. Back in 2003, Bhumika rose to fame with her Bollywood debut film Tere Naaâ€¦ [+1919 chars]",entertainment,in
"{'id': None, 'name': 'The Indian Express'}",The Indian Express,"Gujarat HC hears plea in defamation case: Maintainability of complaint itself is questionable, argues Rahul Gandhi - The Indian Express",,https://indianexpress.com/article/cities/ahmedabad/rahul-gandhi-defamation-case-gujarat-hc-hearing-8582118/,,2023-04-29T06:15:20Z,,general,in
"{'id': None, 'name': 'Livemint'}",Livemint,"ED conducts searches at offices, home of Byju Raveendaran in Bengaluru | Mint - Mint",ED conducted searches in Bengaluru in the case of Raveendaran Byju and his company over alleged FEMA violation,https://www.livemint.com/news/india/ed-conducts-searches-at-offices-home-of-raveendaran-byju-in-bengaluru-11682747922022.html,https://www.livemint.com/lm-img/img/2023/04/29/600x338/byjuraveendran_1682750106809_1682750107264.JPG,2023-04-29T06:01:21Z,Directorate of Enforcement (ED) has conducted searches and seizure action at three premises (2 Business and 1 residential) in Bengaluru in the case of Byju Raveendaran and his company Think &amp; Leaâ€¦ [+2977 chars],general,in
"{'id': None, 'name': 'NDTV News'}",,"Priyanka Gandhi Joins Wrestlers Protest, Asks Cops To Show FIR Copy - NDTV",Congress leader Priyanka Gandhi Vadra met protesting wrestlers at their protest venue in Delhi this morning and expressed solidarity with them. The wrestlers have been on a sit-in at Jantar Mantar demanding the arrest of Wrestling Federation of India,https://www.ndtv.com/india-news/priyanka-gandhi-meets-wrestlers-at-jantar-mantar-expresses-solidarity-3989793,https://c.ndtvimg.com/2023-04/jvk53gdg_priyanka-gandhi-with-protesting-wrestlers-_625x300_29_April_23.jpg,2023-04-29T05:47:00Z,"Priyanka Gandhi reached Jantar Mantar in the morning and interacted with the wrestlers.
New Delhi: Congress leader Priyanka Gandhi Vadra met the wrestlers who have been on protest at Delhi's Jantar â€¦ [+3229 chars]",general,in
"{'id': None, 'name': 'Hindustan Times'}",HT Education Desk,"JEE Main Result 2023 Live: NTA JEE Session 2 scorecard out, toppers list soon - Hindustan Times","JEE Main Result 2023 Live Updates: NTA JEE Session 2 scorecard released at jeemain.nta.nic.in. Follow the blog for results, cut offs, toppers, percentile",https://www.hindustantimes.com/education/competitive-exams/jee-main-result-2023-live-updates-nta-jee-session-2-scorecard-toppers-ranklist-cut-off-marks-at-jeemainntanicin-101682657559644.html,https://www.hindustantimes.com/ht-img/img/2023/04/29/1600x900/jee_mains_result_session_2_1682734137752_1682734143451.png,2023-04-29T05:23:56Z,"Tie between candidates obtaining equal Total NTA scores in Paper 1:
B.E./B.Tech will be resolved in the following manner in descending
order:
1. NTA score in Mathematics, followed by
2. NTA scoreâ€¦ [+690 chars]",general,in
"{'id': None, 'name': 'Zoom'}",Harshit Bisht,Gautam Gambhir's Reaction After Jitesh Sharma's Dismissal During PBKS-LSG IPL 2023 Match Goes Viral â€“ WATCH - Times Now,"Lucknow Super Giants team mentor Gautam Gambhir offered a rare smile after LSG pacer Yash Thakur dismissed PBKS' wicketkeeper-batsman Jitesh Sharma during Match No. 38 of the IPL 2023, which was played at the PCA Stadium in Mohali. The video of the former Indâ€¦",https://www.timesnownews.com/sports/cricket/gautam-gambhirs-reaction-after-jitesh-sharmas-dismissal-during-pbks-lsg-ipl-2023-match-goes-viral-watch-article-99857740,"https://static.tnn.in/thumb/msid-99857740,updatedat-1682731926190,width-1280,height-720,resizemode-75/99857740.jpg",2023-04-29T04:51:00Z,"Daily Astro Predictions for All Zodiac Signs Today, April 28, 2023",general,in
"{'id': None, 'name': 'Livemint'}",Livemint,"Garena Free Fire Max redeem codes April 29, 2023: Grab daily rewards now | Mint - Mint",Garena Free Fire Max debuted in 2021 as an enhanced version of Free Fire after the Indian government banned Free Fire in the country.,https://www.livemint.com/technology/tech-news/garena-free-fire-max-redeem-codes-april-29-2023-grab-daily-rewards-now-11682743595251.html,https://www.livemint.com/lm-img/img/2023/04/29/600x338/Garena_Free_Fire_Max_1672112204136_1682743712320.webp,2023-04-29T04:49:03Z,"Garena Free Fire Max redeem codes are now available. The 12 digit alphanumeric numbers consist of capital letters and numbers. Using these codes, one can win in-game items like weapons, diamonds, skiâ€¦ [+1630 chars]",general,in
"{'id': None, 'name': 'NDTV News'}",,Adipurush: Presenting Kriti Sanon As Janaki In New Posters - NDTV Movies,"Adipurush, directed by Om Raut, is based on the Ramayana",https://www.ndtv.com/entertainment/adipurush-presenting-kriti-sanon-as-janaki-in-new-posters-3989874,https://c.ndtvimg.com/2023-04/0325fpkg_kriti_625x300_29_April_23.jpg,2023-04-29T04:44:44Z,"Kriti Sanon shared this image. (courtesy: kritisanon)
New Delhi: On Saturday morning, the makers of Adipurush shared new posters featuring the film's lead actress Kriti Sanon, who plays the role of â€¦ [+1981 chars]",general,in
"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Meet Scary Barbie: AI helped discover this supermassive black hole shredding a star - The Indian Express,,https://indianexpress.com/article/technology/science/scary-barbie-supermassive-black-hole-8582245/,,2023-04-29T04:43:48Z,,general,in
"{'id': None, 'name': 'Livemint'}",Asit Manohar,Why Indian stock market has been rising for last six sessions â€” explained | Mint - Mint,"Indian stock market may gain strength by heavy buying in banking, auto and capital goods segments, say experts",https://www.livemint.com/market/stock-market-news/why-indian-stock-market-has-been-rising-for-last-six-sessions-explained-11682742887345.html,https://www.livemint.com/lm-img/img/2023/04/29/600x338/Stock_market_news_1682743170088_1682743170551.jpg,2023-04-29T04:42:47Z,"Indian stock market closed higher on all five sessions in the week gone by. Among key benchmark indices, NSE Nifty gained 407 points or 2.31 per cent last week whereas as BSE Sensex went up over 1400â€¦ [+4144 chars]",general,in
"{'id': None, 'name': 'Hindustan Times'}",HT Tech,"On Samsung Galaxy S23, Galaxy S22, THIS hidden tool will erase objects from photos - HT Tech","If you are a Samsung smartphone user, then this hidden photo-editing tool will erase unwanted objects from photos in just a few steps.",https://tech.hindustantimes.com/how-to/on-samsung-galaxy-s23-galaxy-s22-this-hidden-tool-will-erase-objects-from-photos-71682742916389.html,https://images.hindustantimes.com/tech/img/2023/04/29/1600x900/Galaxy_S23_Ultra_Lifestyle_09_LI_1682743089036_1682743105050.jpg,2023-04-29T04:39:24Z,"If you are using a Samsung Galaxy S23, Galaxy S22, or some other Samsung smartphones, then know you have a hidden tool that can remove unwanted objects from photos. This need arises in certain situatâ€¦ [+1407 chars]",general,in
"{'id': None, 'name': 'Hindustan Times'}",Aniruddha Dhar,DMRC reacts; man booked over viral video of masturbating on Delhi Metro - Hindustan Times,The Delhi Police has registered a case in connection with a viral video of a man allegedly masturbating on a Delhi Metro. | Latest News Delhi,https://www.hindustantimes.com/cities/delhi-news/dmrc-man-viral-video-masturbating-delhi-metro-swati-maliwal-101682738600905.html,https://www.hindustantimes.com/ht-img/img/2023/04/29/1600x900/delhi_metro_1682669949613_1682740177905.jpg,2023-04-29T03:53:22Z,"The Delhi Police has registered a case in connection with a viral video of a man allegedly masturbating on a Delhi Metro, hours after Delhi Commission For Women (DCW) chief Swati Maliwal on Friday isâ€¦ [+2031 chars]",general,in
"{'id': None, 'name': 'Hindustan Times'}",HT Tech,Solar storm delayed! But there is WORSE news coming for Earth - HT Tech,Earlier NOAA forecasters predicted that a CME cloud could be hitting the Earth on April 27 or 28 and spark a solar storm. It has not yet arrived. But that could actually be a scary development for the Earth.,https://tech.hindustantimes.com/tech/news/solar-storm-delayed-but-there-is-worse-news-coming-for-earth-71682739935633.html,https://images.hindustantimes.com/tech/img/2023/04/29/1600x900/m73-flare-rotated_0_1680256680821_1682739978598.jpeg,2023-04-29T03:52:55Z,"Amazingly, astronomers are perplexed right now. A solar storm was predicted to strike the Earth on either April 27 or 28 by the National Oceanic and Atmospheric Administration (NOAA). The storm was gâ€¦ [+2361 chars]",general,in
"{'id': None, 'name': 'WION'}",WION Web Team,"Indian Air Force uses night vision goggles, bravely rescues 121 people from Sudan airstrip - WION","Indian Air Force uses night vision goggles, bravely rescues 121 people from Sudan airstrip",https://www.wionews.com/india-news/indian-air-force-uses-night-vision-goggles-bravely-rescues-121-people-from-sudan-airstrip-587183,http://cdn.wionews.com/sites/default/files/2023/04/29/348437-untitled-design-2023-04-29t100114299.png,2023-04-29T03:23:21Z,"BravingÂ all odds, including a bad airstrip and poor night vision, Indian Air Force personnel on the intervening night of 27 April and 28, rescued 121 people from Wadi Sayyidna in Sudan in an IAF C-13â€¦ [+2638 chars]",general,in
